,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,name
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Starting
1,1.0,-0.5,1.0,1.0,-1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,Difference
2,6.0,0.001,6.0,6.0,0.001,6.0,4.75,6.0,4.75,6.0,6.0,6.0,Final
3,6.0,0.001,6.0,6.0,0.001,6.0,4.75,6.0,4.75,6.0,6.0,6.0,Starting
4,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,-0.3333333333333333,Difference
5,6.0,2.501,11.0,6.0,0.001,6.0,7.25,8.5,7.25,1.0,8.5,4.333333333333334,Final
6,6.0,2.501,11.0,6.0,0.001,6.0,7.25,8.5,7.25,1.0,8.5,4.333333333333334,Starting
7,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Difference
8,6.0,2.501,11.0,1.0,5.001,6.0,12.25,8.5,7.25,1.0,8.5,4.333333333333334,Final
9,6.0,2.501,11.0,1.0,5.001,6.0,12.25,8.5,7.25,1.0,8.5,4.333333333333334,Starting
10,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,Difference
11,6.0,2.501,11.0,0.001,5.001,11.0,17.25,8.5,2.25,1.0,8.5,4.333333333333334,Final
12,6.0,2.501,11.0,0.001,5.001,11.0,17.25,8.5,2.25,1.0,8.5,4.333333333333334,Starting
13,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Difference
14,6.0,2.501,11.0,5.001,0.001000000000000334,11.0,17.25,13.5,2.25,1.0,8.5,4.333333333333334,Final
15,6.0,2.501,11.0,5.001,0.001000000000000334,11.0,17.25,13.5,2.25,1.0,8.5,4.333333333333334,Starting
16,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,Difference
17,6.0,2.501,11.0,5.001,0.001,16.0,17.25,18.5,0.001,1.0,8.5,4.333333333333334,Final
18,6.0,2.501,11.0,5.001,0.001,16.0,17.25,18.5,0.001,1.0,8.5,4.333333333333334,Starting
19,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,Difference
20,6.0,2.501,11.0,10.001000000000001,0.001,16.0,17.25,23.5,3.751,1.0,8.5,4.333333333333334,Final
21,6.0,2.501,11.0,10.001000000000001,0.001,16.0,17.25,23.5,3.751,1.0,8.5,4.333333333333334,Starting
22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.2,Difference
23,6.0,2.501,16.0,10.001000000000001,5.001,16.0,17.25,23.5,3.751,3.5,6.0,3.333333333333334,Final
24,6.0,2.501,16.0,10.001000000000001,5.001,16.0,17.25,23.5,3.751,3.5,6.0,3.333333333333334,Starting
25,-0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.75,0.0,Difference
26,2.25,4.167666666666666,16.0,10.001000000000001,5.001,16.0,17.25,23.5,6.2509999999999994,3.5,2.25,3.333333333333334,Final
27,2.25,4.167666666666666,16.0,10.001000000000001,5.001,16.0,17.25,23.5,6.2509999999999994,3.5,2.25,3.333333333333334,Starting
28,-0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.0,0.0,Difference
29,0.001,5.834333333333333,16.0,10.001000000000001,5.001,16.0,17.25,23.5,8.751,0.001,2.25,3.333333333333334,Final
30,0.001,5.834333333333333,16.0,10.001000000000001,5.001,16.0,17.25,23.5,8.751,0.001,2.25,3.333333333333334,Starting
31,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.75,0.0,0.0,Difference
32,3.751,5.834333333333333,16.0,10.001000000000001,5.001,16.0,19.75,23.5,6.2509999999999994,3.751,2.25,3.333333333333334,Final
33,3.751,5.834333333333333,16.0,10.001000000000001,5.001,16.0,19.75,23.5,6.2509999999999994,3.751,2.25,3.333333333333334,Starting
34,-1.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.0,-1.0,Difference
35,0.001,7.084333333333333,16.0,10.001000000000001,5.001,16.0,22.25,23.5,6.2509999999999994,0.001,2.25,0.001,Final
36,0.001,7.084333333333333,16.0,10.001000000000001,5.001,16.0,22.25,23.5,6.2509999999999994,0.001,2.25,0.001,Starting
37,0.8,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.6,Difference
38,4.001,7.084333333333333,16.0,5.001000000000001,5.001,21.0,27.25,23.5,1.2509999999999994,5.001,2.25,3.001,Final
39,4.001,7.084333333333333,16.0,5.001000000000001,5.001,21.0,27.25,23.5,1.2509999999999994,5.001,2.25,3.001,Starting
40,-0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.75,0.0,Difference
41,0.25100000000000033,8.751,16.0,5.001000000000001,5.001,21.0,27.25,23.5,3.7509999999999994,5.001,0.001,3.001,Final
42,0.25100000000000033,8.751,16.0,5.001000000000001,5.001,21.0,27.25,23.5,3.7509999999999994,5.001,0.001,3.001,Starting
43,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.25,0.5,Difference
44,1.2510000000000003,8.751,21.0,5.001000000000001,10.001000000000001,21.0,27.25,23.5,3.7509999999999994,10.001000000000001,0.001,5.5009999999999994,Final
45,1.2510000000000003,8.751,21.0,5.001000000000001,10.001000000000001,21.0,27.25,23.5,3.7509999999999994,10.001000000000001,0.001,5.5009999999999994,Starting
46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.5,0.0,0.0,0.0,Difference
47,1.2510000000000003,8.751,21.0,5.001000000000001,15.001000000000001,26.0,27.25,18.5,6.2509999999999994,10.001000000000001,0.001,5.5009999999999994,Final
48,1.2510000000000003,8.751,21.0,5.001000000000001,15.001000000000001,26.0,27.25,18.5,6.2509999999999994,10.001000000000001,0.001,5.5009999999999994,Starting
49,-0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.25,-0.5,Difference
50,0.001000000000000334,10.417666666666666,21.0,5.001000000000001,15.001000000000001,26.0,27.25,21.0,6.2509999999999994,10.001000000000001,0.001,3.0009999999999994,Final
51,0.001000000000000334,10.417666666666666,21.0,5.001000000000001,15.001000000000001,26.0,27.25,21.0,6.2509999999999994,10.001000000000001,0.001,3.0009999999999994,Starting
52,0.5,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Difference
53,2.5010000000000003,10.417666666666666,21.0,10.001000000000001,10.001000000000001,26.0,27.25,26.0,6.2509999999999994,10.001000000000001,5.001,3.0009999999999994,Final
54,2.5010000000000003,10.417666666666666,21.0,10.001000000000001,10.001000000000001,26.0,27.25,26.0,6.2509999999999994,10.001000000000001,5.001,3.0009999999999994,Starting
55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.2,0.0,Difference
56,2.5010000000000003,10.417666666666666,26.0,10.001000000000001,15.001000000000001,26.0,27.25,26.0,6.2509999999999994,15.001000000000001,4.001,3.0009999999999994,Final
57,2.5010000000000003,10.417666666666666,26.0,10.001000000000001,15.001000000000001,26.0,27.25,26.0,6.2509999999999994,15.001000000000001,4.001,3.0009999999999994,Starting
58,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.6,0.0,Difference
59,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,26.0,27.25,26.0,8.751,15.001000000000001,1.0010000000000003,3.0009999999999994,Final
60,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,26.0,27.25,26.0,8.751,15.001000000000001,1.0010000000000003,3.0009999999999994,Starting
61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.125,0.3333333333333333,Difference
62,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,26.0,8.751,15.001000000000001,0.37600000000000033,4.6676666666666655,Final
63,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,26.0,8.751,15.001000000000001,0.37600000000000033,4.6676666666666655,Starting
64,,,,,,,,,,,,,Difference
65,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,26.0,8.751,15.001000000000001,0.37600000000000033,4.6676666666666655,Final
66,0.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,26.0,8.751,15.001000000000001,0.37600000000000033,4.6676666666666655,Starting
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,0.0,1.0,0.0,Difference
68,5.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,15.001000000000001,5.376,4.6676666666666655,Final
69,5.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,15.001000000000001,5.376,4.6676666666666655,Starting
70,,,,,,,,,,,,,Difference
71,5.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,15.001000000000001,5.376,4.6676666666666655,Final
72,5.001,12.917666666666666,26.0,10.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,15.001000000000001,5.376,4.6676666666666655,Starting
73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.0,-1.0,Difference
74,5.001,12.917666666666666,31.0,15.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,13.001000000000001,10.376000000000001,0.001,Final
75,5.001,12.917666666666666,31.0,15.001000000000001,15.001000000000001,31.0,27.25,27.666666666666668,6.2509999999999994,13.001000000000001,10.376000000000001,0.001,Starting
76,0.6,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,Difference
77,8.001000000000001,10.417666666666666,31.0,15.001000000000001,15.001000000000001,31.0,27.25,32.66666666666667,6.2509999999999994,13.001000000000001,15.376000000000001,3.001,Final
78,8.001000000000001,10.417666666666666,31.0,15.001000000000001,15.001000000000001,31.0,27.25,32.66666666666667,6.2509999999999994,13.001000000000001,15.376000000000001,3.001,Starting
79,-0.2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,0.0,-0.5,Difference
80,7.001000000000001,12.917666666666666,31.0,15.001000000000001,15.001000000000001,31.0,32.25,32.66666666666667,6.2509999999999994,12.001000000000001,15.376000000000001,0.5009999999999999,Final
81,7.001000000000001,12.917666666666666,31.0,15.001000000000001,15.001000000000001,31.0,32.25,32.66666666666667,6.2509999999999994,12.001000000000001,15.376000000000001,0.5009999999999999,Starting
82,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.6,0.0,0.0,Difference
83,4.001000000000001,15.417666666666666,31.0,15.001000000000001,15.001000000000001,31.0,32.25,32.66666666666667,8.751,9.001000000000001,15.376000000000001,0.5009999999999999,Final
84,4.001000000000001,15.417666666666666,31.0,15.001000000000001,15.001000000000001,31.0,32.25,32.66666666666667,8.751,9.001000000000001,15.376000000000001,0.5009999999999999,Starting
85,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,Difference
86,4.001000000000001,15.417666666666666,31.0,20.001,15.001000000000001,26.0,32.25,32.66666666666667,13.751,9.001000000000001,15.376000000000001,0.5009999999999999,Final
87,4.001000000000001,15.417666666666666,31.0,20.001,15.001000000000001,26.0,32.25,32.66666666666667,13.751,9.001000000000001,15.376000000000001,0.5009999999999999,Starting
88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,-0.125,Difference
89,4.001000000000001,15.417666666666666,31.0,20.001,20.001,26.0,32.25,32.66666666666667,13.751,10.667666666666667,12.876000000000001,0.001,Final
90,4.001000000000001,15.417666666666666,31.0,20.001,20.001,26.0,32.25,32.66666666666667,13.751,10.667666666666667,12.876000000000001,0.001,Starting
91,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.6666666666666666,0.0,0.0,Difference
92,7.334333333333334,15.417666666666666,31.0,20.001,20.001,26.0,34.75,32.66666666666667,11.251,14.001000000000001,12.876000000000001,0.001,Final
93,7.334333333333334,15.417666666666666,31.0,20.001,20.001,26.0,34.75,32.66666666666667,11.251,14.001000000000001,12.876000000000001,0.001,Starting
94,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,Difference
95,7.334333333333334,15.417666666666666,31.0,25.001,20.001,21.0,34.75,32.66666666666667,16.250999999999998,14.001000000000001,12.876000000000001,0.001,Final
96,7.334333333333334,15.417666666666666,31.0,25.001,20.001,21.0,34.75,32.66666666666667,16.250999999999998,14.001000000000001,12.876000000000001,0.001,Starting
97,-0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,-0.5,Difference
98,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,39.75,32.66666666666667,16.250999999999998,11.501000000000001,12.876000000000001,0.001,Final
99,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,39.75,32.66666666666667,16.250999999999998,11.501000000000001,12.876000000000001,0.001,Starting
100,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.5,-0.5,0.0,Difference
101,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
102,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
103,,,,,,,,,,,,,Difference
104,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
105,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
106,,,,,,,,,,,,,Difference
107,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
108,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
109,,,,,,,,,,,,,Difference
110,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
111,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
112,,,,,,,,,,,,,Difference
113,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
114,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
115,,,,,,,,,,,,,Difference
116,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Final
117,4.834333333333334,17.084333333333333,31.0,25.001,20.001,21.0,34.75,37.66666666666667,16.250999999999998,14.001000000000001,10.376000000000001,0.001,Starting
118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.42857142857142855,0.75,Difference
119,4.834333333333334,17.084333333333333,31.0,25.001,20.001,26.0,34.75,37.66666666666667,16.250999999999998,19.001,8.233142857142859,3.751,Final
120,4.834333333333334,17.084333333333333,31.0,25.001,20.001,26.0,34.75,37.66666666666667,16.250999999999998,19.001,8.233142857142859,3.751,Starting
121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.5,Difference
122,4.834333333333334,17.084333333333333,31.0,25.001,20.001,31.0,34.75,37.66666666666667,16.250999999999998,19.001,6.983142857142859,6.2509999999999994,Final
123,4.834333333333334,17.084333333333333,31.0,25.001,20.001,31.0,34.75,37.66666666666667,16.250999999999998,19.001,6.983142857142859,6.2509999999999994,Starting
124,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,Difference
125,4.834333333333334,17.084333333333333,31.0,25.001,15.001000000000001,36.0,34.75,42.66666666666667,11.250999999999998,19.001,6.983142857142859,6.2509999999999994,Final
126,4.834333333333334,17.084333333333333,31.0,25.001,15.001000000000001,36.0,34.75,42.66666666666667,11.250999999999998,19.001,6.983142857142859,6.2509999999999994,Starting
127,-0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,-0.5,Difference
128,2.3343333333333343,18.751,31.0,25.001,15.001000000000001,36.0,34.75,47.66666666666667,11.250999999999998,19.001,4.483142857142859,3.7509999999999994,Final
129,2.3343333333333343,18.751,31.0,25.001,15.001000000000001,36.0,34.75,47.66666666666667,11.250999999999998,19.001,4.483142857142859,3.7509999999999994,Starting
130,-0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,-0.5,Difference
131,0.001,20.41766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,11.250999999999998,16.501,4.483142857142859,1.2509999999999994,Final
132,0.001,20.41766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,11.250999999999998,16.501,4.483142857142859,1.2509999999999994,Starting
133,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.6,0.0,Difference
134,0.001,22.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,13.750999999999998,16.501,1.4831428571428589,1.2509999999999994,Final
135,0.001,22.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,13.750999999999998,16.501,1.4831428571428589,1.2509999999999994,Starting
136,-0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.375,0.0,Difference
137,0.001,27.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,18.750999999999998,16.501,0.001,1.2509999999999994,Final
138,0.001,27.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,18.750999999999998,16.501,0.001,1.2509999999999994,Starting
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,1.0,Difference
140,0.001,27.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,18.750999999999998,16.501,0.001,6.2509999999999994,Final
141,0.001,27.91766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,18.750999999999998,16.501,0.001,6.2509999999999994,Starting
142,-0.42857142857142855,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.42857142857142855,0.0,Difference
143,0.001,30.41766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,23.750999999999998,16.501,0.001,6.2509999999999994,Final
144,0.001,30.41766666666667,31.0,25.001,15.001000000000001,36.0,39.75,47.66666666666667,23.750999999999998,16.501,0.001,6.2509999999999994,Starting
145,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.14285714285714285,0.5,Difference
146,0.626,30.41766666666667,31.0,25.001,20.001,36.0,39.75,47.66666666666667,23.750999999999998,21.501,0.001,8.751,Final
147,0.626,30.41766666666667,31.0,25.001,20.001,36.0,39.75,47.66666666666667,23.750999999999998,21.501,0.001,8.751,Starting
148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.125,-0.5,Difference
149,0.626,30.41766666666667,31.0,25.001,25.001,36.0,39.75,47.66666666666667,23.750999999999998,26.501,0.001,6.2509999999999994,Final
150,0.626,30.41766666666667,31.0,25.001,25.001,36.0,39.75,47.66666666666667,23.750999999999998,26.501,0.001,6.2509999999999994,Starting
151,0.6666666666666666,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,Difference
152,3.959333333333333,30.41766666666667,31.0,30.001,20.001,36.0,39.75,52.66666666666667,18.750999999999998,21.501,5.001,1.2509999999999994,Final
153,3.959333333333333,30.41766666666667,31.0,30.001,20.001,36.0,39.75,52.66666666666667,18.750999999999998,21.501,5.001,1.2509999999999994,Starting
154,-0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.375,0.0,Difference
155,2.084333333333333,35.41766666666667,31.0,30.001,20.001,36.0,39.75,52.66666666666667,23.750999999999998,21.501,3.1260000000000003,1.2509999999999994,Final
156,2.084333333333333,35.41766666666667,31.0,30.001,20.001,36.0,39.75,52.66666666666667,23.750999999999998,21.501,3.1260000000000003,1.2509999999999994,Starting
157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.5,Difference
158,2.084333333333333,35.41766666666667,31.0,30.001,20.001,41.0,39.75,52.66666666666667,23.750999999999998,21.501,2.411714285714286,3.7509999999999994,Final
159,2.084333333333333,35.41766666666667,31.0,30.001,20.001,41.0,39.75,52.66666666666667,23.750999999999998,21.501,2.411714285714286,3.7509999999999994,Starting
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.14285714285714285,-1.0,Difference
161,2.084333333333333,35.41766666666667,31.0,30.001,20.001,41.0,39.75,52.66666666666667,23.750999999999998,24.001,1.6974285714285717,0.001,Final
162,2.084333333333333,35.41766666666667,31.0,30.001,20.001,41.0,39.75,52.66666666666667,23.750999999999998,24.001,1.6974285714285717,0.001,Starting
